time,l_leg_hip_yaw_joint,l_leg_hip_roll_joint,l_leg_hip_pitch_joint,l_leg_knee_joint,l_leg_ankle_pitch_joint,l_leg_ankle_roll_joint,r_leg_hip_yaw_joint,r_leg_hip_roll_joint,r_leg_hip_pitch_joint,r_leg_knee_joint,r_leg_ankle_pitch_joint,r_leg_ankle_roll_joint
0.235,0.0705,0,0,0,0,0,0,0,0,0,0,0
0.24,0.072,0,0,0,0,0,0,0,0,0,0,0
0.245,0.0735,0,0,0,0,0,0,0,0,0,0,0
0.25,0.075,0,0,0,0,0,0,0,0,0,0,0
0.255,0.0765,0,0,0,0,0,0,0,0,0,0,0
0.26,0.078,0,0,0,0,0,0,0,0,0,0,0
0.265,0.0795,0,0,0,0,0,0,0,0,0,0,0
0.27,0.081,0,0,0,0,0,0,0,0,0,0,0
0.275,0.0825,0,0,0,0,0,0,0,0,0,0,0
0.28,0.084,0,0,0,0,0,0,0,0,0,0,0
0.285,0.0855,0,0,0,0,0,0,0,0,0,0,0
0.29,0.087,0,0,0,0,0,0,0,0,0,0,0
0.295,0.0885,0,0,0,0,0,0,0,0,0,0,0
0.3,0.09,0,0,0,0,0,0,0,0,0,0,0
0.305,0.0915,0,0,0,0,0,0,0,0,0,0,0
0.31,0.093,0,0,0,0,0,0,0,0,0,0,0
0.315,0.0945,0,0,0,0,0,0,0,0,0,0,0
0.32,0.096,0,0,0,0,0,0,0,0,0,0,0
0.325,0.0975,0,0,0,0,0,0,0,0,0,0,0
0.33,0.099,0,0,0,0,0,0,0,0,0,0,0
0.335,0.1005,0,0,0,0,0,0,0,0,0,0,0
0.34,0.102,0,0,0,0,0,0,0,0,0,0,0
0.345,0.1035,0,0,0,0,0,0,0,0,0,0,0
0.35,0.105,0,0,0,0,0,0,0,0,0,0,0
0.355,0.1065,0,0,0,0,0,0,0,0,0,0,0
0.36,0.108,0,0,0,0,0,0,0,0,0,0,0
0.365,0.1095,0,0,0,0,0,0,0,0,0,0,0
0.37,0.111,0,0,0,0,0,0,0,0,0,0,0
0.375,0.1125,0,0,0,0,0,0,0,0,0,0,0
0.38,0.114,0,0,0,0,0,0,0,0,0,0,0
0.385,0.1155,0,0,0,0,0,0,0,0,0,0,0
0.39,0.117,0,0,0,0,0,0,0,0,0,0,0
0.395,0.1185,0,0,0,0,0,0,0,0,0,0,0
0.4,0.12,0,0,0,0,0,0,0,0,0,0,0
0.405,0.1215,0,0,0,0,0,0,0,0,0,0,0
0.41,0.123,0,0,0,0,0,0,0,0,0,0,0
0.415,0.1245,0,0,0,0,0,0,0,0,0,0,0
0.42,0.126,0,0,0,0,0,0,0,0,0,0,0
0.425,0.1275,0,0,0,0,0,0,0,0,0,0,0
0.43,0.129,0,0,0,0,0,0,0,0,0,0,0
0.435,0.1305,0,0,0,0,0,0,0,0,0,0,0
0.44,0.132,0,0,0,0,0,0,0,0,0,0,0
0.445,0.1335,0,0,0,0,0,0,0,0,0,0,0
0.45,0.135,0,0,0,0,0,0,0,0,0,0,0
0.455,0.1365,0,0,0,0,0,0,0,0,0,0,0
0.46,0.138,0,0,0,0,0,0,0,0,0,0,0
0.465,0.1395,0,0,0,0,0,0,0,0,0,0,0
0.47,0.141,0,0,0,0,0,0,0,0,0,0,0
0.475,0.1425,0,0,0,0,0,0,0,0,0,0,0
0.48,0.144,0,0,0,0,0,0,0,0,0,0,0
0.485,0.1455,0,0,0,0,0,0,0,0,0,0,0
0.49,0.147,0,0,0,0,0,0,0,0,0,0,0
0.495,0.1485,0,0,0,0,0,0,0,0,0,0,0
0.5,0.15,0,0,0,0,0,0,0,0,0,0,0
0.505,0.1515,0,0,0,0,0,0,0,0,0,0,0
0.51,0.153,0,0,0,0,0,0,0,0,0,0,0
0.515,0.1545,0,0,0,0,0,0,0,0,0,0,0
0.52,0.156,0,0,0,0,0,0,0,0,0,0,0
0.525,0.1575,0,0,0,0,0,0,0,0,0,0,0
0.53,0.159,0,0,0,0,0,0,0,0,0,0,0
0.535,0.1605,0,0,0,0,0,0,0,0,0,0,0
0.54,0.162,0,0,0,0,0,0,0,0,0,0,0
0.545,0.1635,0,0,0,0,0,0,0,0,0,0,0
0.55,0.165,0,0,0,0,0,0,0,0,0,0,0
0.555,0.1665,0,0,0,0,0,0,0,0,0,0,0
0.56,0.168,0,0,0,0,0,0,0,0,0,0,0
0.565,0.1695,0,0,0,0,0,0,0,0,0,0,0
0.57,0.171,0,0,0,0,0,0,0,0,0,0,0
0.575,0.1725,0,0,0,0,0,0,0,0,0,0,0
0.58,0.174,0,0,0,0,0,0,0,0,0,0,0
0.585,0.1755,0,0,0,0,0,0,0,0,0,0,0
0.59,0.177,0,0,0,0,0,0,0,0,0,0,0
0.595,0.1785,0,0,0,0,0,0,0,0,0,0,0
0.6,0.18,0,0,0,0,0,0,0,0,0,0,0
0.605,0.1815,0,0,0,0,0,0,0,0,0,0,0
0.61,0.183,0,0,0,0,0,0,0,0,0,0,0
0.615,0.1845,0,0,0,0,0,0,0,0,0,0,0
0.62,0.186,0,0,0,0,0,0,0,0,0,0,0
0.625,0.1875,0,0,0,0,0,0,0,0,0,0,0
0.63,0.189,0,0,0,0,0,0,0,0,0,0,0
0.635,0.1905,0,0,0,0,0,0,0,0,0,0,0
0.64,0.192,0,0,0,0,0,0,0,0,0,0,0
0.645,0.1935,0,0,0,0,0,0,0,0,0,0,0
0.65,0.195,0,0,0,0,0,0,0,0,0,0,0
0.655,0.1965,0,0,0,0,0,0,0,0,0,0,0
0.66,0.198,0,0,0,0,0,0,0,0,0,0,0
0.665,0.1995,0,0,0,0,0,0,0,0,0,0,0
0.67,0.201,0,0,0,0,0,0,0,0,0,0,0
0.675,0.2025,0,0,0,0,0,0,0,0,0,0,0
0.68,0.204,0,0,0,0,0,0,0,0,0,0,0
0.685,0.2055,0,0,0,0,0,0,0,0,0,0,0
0.69,0.207,0,0,0,0,0,0,0,0,0,0,0
0.695,0.2085,0,0,0,0,0,0,0,0,0,0,0
0.7,0.21,0,0,0,0,0,0,0,0,0,0,0
0.705,0.2115,0,0,0,0,0,0,0,0,0,0,0
0.71,0.213,0,0,0,0,0,0,0,0,0,0,0
0.715,0.2145,0,0,0,0,0,0,0,0,0,0,0
0.72,0.216,0,0,0,0,0,0,0,0,0,0,0
0.725,0.2175,0,0,0,0,0,0,0,0,0,0,0
0.73,0.219,0,0,0,0,0,0,0,0,0,0,0
0.735,0.2205,0,0,0,0,0,0,0,0,0,0,0
0.74,0.222,0,0,0,0,0,0,0,0,0,0,0
0.745,0.2235,0,0,0,0,0,0,0,0,0,0,0
0.75,0.225,0,0,0,0,0,0,0,0,0,0,0
0.755,0.2265,0,0,0,0,0,0,0,0,0,0,0
0.76,0.228,0,0,0,0,0,0,0,0,0,0,0
0.765,0.2295,0,0,0,0,0,0,0,0,0,0,0
0.77,0.231,0,0,0,0,0,0,0,0,0,0,0
0.775,0.2325,0,0,0,0,0,0,0,0,0,0,0
0.78,0.234,0,0,0,0,0,0,0,0,0,0,0
0.785,0.2355,0,0,0,0,0,0,0,0,0,0,0
0.79,0.237,0,0,0,0,0,0,0,0,0,0,0
0.795,0.2385,0,0,0,0,0,0,0,0,0,0,0
0.8,0.24,0,0,0,0,0,0,0,0,0,0,0
0.805,0.2415,0,0,0,0,0,0,0,0,0,0,0
0.81,0.243,0,0,0,0,0,0,0,0,0,0,0
0.815,0.2445,0,0,0,0,0,0,0,0,0,0,0
0.82,0.246,0,0,0,0,0,0,0,0,0,0,0
0.825,0.2475,0,0,0,0,0,0,0,0,0,0,0
0.83,0.249,0,0,0,0,0,0,0,0,0,0,0
0.835,0.2505,0,0,0,0,0,0,0,0,0,0,0
0.84,0.252,0,0,0,0,0,0,0,0,0,0,0
0.845,0.2535,0,0,0,0,0,0,0,0,0,0,0
0.85,0.255,0,0,0,0,0,0,0,0,0,0,0
0.855,0.2565,0,0,0,0,0,0,0,0,0,0,0
0.86,0.258,0,0,0,0,0,0,0,0,0,0,0
0.865,0.2595,0,0,0,0,0,0,0,0,0,0,0
0.87,0.261,0,0,0,0,0,0,0,0,0,0,0
0.875,0.2625,0,0,0,0,0,0,0,0,0,0,0
0.88,0.264,0,0,0,0,0,0,0,0,0,0,0
0.885,0.2655,0,0,0,0,0,0,0,0,0,0,0
0.89,0.267,0,0,0,0,0,0,0,0,0,0,0
0.895,0.2685,0,0,0,0,0,0,0,0,0,0,0
0.9,0.27,0,0,0,0,0,0,0,0,0,0,0
0.905,0.2715,0,0,0,0,0,0,0,0,0,0,0
0.91,0.273,0,0,0,0,0,0,0,0,0,0,0
0.915,0.2745,0,0,0,0,0,0,0,0,0,0,0
0.92,0.276,0,0,0,0,0,0,0,0,0,0,0
0.925,0.2775,0,0,0,0,0,0,0,0,0,0,0
0.93,0.279,0,0,0,0,0,0,0,0,0,0,0
0.935,0.2805,0,0,0,0,0,0,0,0,0,0,0
0.94,0.282,0,0,0,0,0,0,0,0,0,0,0
0.945,0.2835,0,0,0,0,0,0,0,0,0,0,0
0.95,0.285,0,0,0,0,0,0,0,0,0,0,0
0.955,0.2865,0,0,0,0,0,0,0,0,0,0,0
0.96,0.288,0,0,0,0,0,0,0,0,0,0,0
0.965,0.2895,0,0,0,0,0,0,0,0,0,0,0
0.97,0.291,0,0,0,0,0,0,0,0,0,0,0
0.975,0.2925,0,0,0,0,0,0,0,0,0,0,0
0.98,0.294,0,0,0,0,0,0,0,0,0,0,0
0.985,0.2955,0,0,0,0,0,0,0,0,0,0,0
0.99,0.297,0,0,0,0,0,0,0,0,0,0,0
0.995,0.2985,0,0,0,0,0,0,0,0,0,0,0
1,0.3,0,0,0,0,0,0,0,0,0,0,0
1.005,0.3015,0,0,0,0,0,0,0,0,0,0,0
1.01,0.303,0,0,0,0,0,0,0,0,0,0,0
1.015,0.3045,0,0,0,0,0,0,0,0,0,0,0
1.02,0.306,0,0,0,0,0,0,0,0,0,0,0
1.025,0.3075,0,0,0,0,0,0,0,0,0,0,0
1.03,0.309,0,0,0,0,0,0,0,0,0,0,0
1.035,0.3105,0,0,0,0,0,0,0,0,0,0,0
1.04,0.312,0,0,0,0,0,0,0,0,0,0,0
1.045,0.3135,0,0,0,0,0,0,0,0,0,0,0
1.05,0.315,0,0,0,0,0,0,0,0,0,0,0
1.055,0.3165,0,0,0,0,0,0,0,0,0,0,0
1.06,0.318,0,0,0,0,0,0,0,0,0,0,0
1.065,0.3195,0,0,0,0,0,0,0,0,0,0,0
1.07,0.321,0,0,0,0,0,0,0,0,0,0,0
1.075,0.3225,0,0,0,0,0,0,0,0,0,0,0
1.08,0.324,0,0,0,0,0,0,0,0,0,0,0
1.085,0.3255,0,0,0,0,0,0,0,0,0,0,0
1.09,0.327,0,0,0,0,0,0,0,0,0,0,0
1.095,0.3285,0,0,0,0,0,0,0,0,0,0,0
1.1,0.33,0,0,0,0,0,0,0,0,0,0,0
1.105,0.3315,0,0,0,0,0,0,0,0,0,0,0
1.11,0.333,0,0,0,0,0,0,0,0,0,0,0
1.115,0.3345,0,0,0,0,0,0,0,0,0,0,0
1.12,0.336,0,0,0,0,0,0,0,0,0,0,0
1.125,0.3375,0,0,0,0,0,0,0,0,0,0,0
1.13,0.339,0,0,0,0,0,0,0,0,0,0,0
1.135,0.3405,0,0,0,0,0,0,0,0,0,0,0
1.14,0.342,0,0,0,0,0,0,0,0,0,0,0
1.145,0.3435,0,0,0,0,0,0,0,0,0,0,0
1.15,0.345,0,0,0,0,0,0,0,0,0,0,0
1.155,0.3465,0,0,0,0,0,0,0,0,0,0,0
1.16,0.348,0,0,0,0,0,0,0,0,0,0,0
1.165,0.3495,0,0,0,0,0,0,0,0,0,0,0
1.17,0.351,0,0,0,0,0,0,0,0,0,0,0
1.175,0.3525,0,0,0,0,0,0,0,0,0,0,0
1.18,0.354,0,0,0,0,0,0,0,0,0,0,0
1.185,0.3555,0,0,0,0,0,0,0,0,0,0,0
1.19,0.357,0,0,0,0,0,0,0,0,0,0,0
1.195,0.3585,0,0,0,0,0,0,0,0,0,0,0
1.2,0.36,0,0,0,0,0,0,0,0,0,0,0
1.205,0.3615,0,0,0,0,0,0,0,0,0,0,0
1.21,0.363,0,0,0,0,0,0,0,0,0,0,0
1.215,0.3645,0,0,0,0,0,0,0,0,0,0,0
1.22,0.366,0,0,0,0,0,0,0,0,0,0,0
1.225,0.3675,0,0,0,0,0,0,0,0,0,0,0
1.23,0.369,0,0,0,0,0,0,0,0,0,0,0
1.235,0.3705,0,0,0,0,0,0,0,0,0,0,0
1.24,0.372,0,0,0,0,0,0,0,0,0,0,0
1.245,0.3735,0,0,0,0,0,0,0,0,0,0,0
1.25,0.375,0,0,0,0,0,0,0,0,0,0,0
1.255,0.3765,0,0,0,0,0,0,0,0,0,0,0
1.26,0.378,0,0,0,0,0,0,0,0,0,0,0
1.265,0.3795,0,0,0,0,0,0,0,0,0,0,0
1.27,0.381,0,0,0,0,0,0,0,0,0,0,0
1.275,0.3825,0,0,0,0,0,0,0,0,0,0,0
1.28,0.384,0,0,0,0,0,0,0,0,0,0,0
1.285,0.3855,0,0,0,0,0,0,0,0,0,0,0
1.29,0.387,0,0,0,0,0,0,0,0,0,0,0
1.295,0.3885,0,0,0,0,0,0,0,0,0,0,0
1.3,0.39,0,0,0,0,0,0,0,0,0,0,0
1.305,0.3915,0,0,0,0,0,0,0,0,0,0,0
1.31,0.393,0,0,0,0,0,0,0,0,0,0,0
1.315,0.3945,0,0,0,0,0,0,0,0,0,0,0
1.32,0.396,0,0,0,0,0,0,0,0,0,0,0
1.325,0.3975,0,0,0,0,0,0,0,0,0,0,0
1.33,0.399,0,0,0,0,0,0,0,0,0,0,0
1.335,0.4005,0,0,0,0,0,0,0,0,0,0,0
1.34,0.402,0,0,0,0,0,0,0,0,0,0,0
1.345,0.4035,0,0,0,0,0,0,0,0,0,0,0
1.35,0.405,0,0,0,0,0,0,0,0,0,0,0
1.355,0.4065,0,0,0,0,0,0,0,0,0,0,0
1.36,0.408,0,0,0,0,0,0,0,0,0,0,0
1.365,0.4095,0,0,0,0,0,0,0,0,0,0,0
1.37,0.411,0,0,0,0,0,0,0,0,0,0,0
1.375,0.4125,0,0,0,0,0,0,0,0,0,0,0
1.38,0.414,0,0,0,0,0,0,0,0,0,0,0
1.385,0.4155,0,0,0,0,0,0,0,0,0,0,0
1.39,0.417,0,0,0,0,0,0,0,0,0,0,0
1.395,0.4185,0,0,0,0,0,0,0,0,0,0,0
1.4,0.42,0,0,0,0,0,0,0,0,0,0,0
1.405,0.4215,0,0,0,0,0,0,0,0,0,0,0
1.41,0.423,0,0,0,0,0,0,0,0,0,0,0
1.415,0.4245,0,0,0,0,0,0,0,0,0,0,0
1.42,0.426,0,0,0,0,0,0,0,0,0,0,0
1.425,0.4275,0,0,0,0,0,0,0,0,0,0,0
1.43,0.429,0,0,0,0,0,0,0,0,0,0,0
1.435,0.4305,0,0,0,0,0,0,0,0,0,0,0
1.44,0.432,0,0,0,0,0,0,0,0,0,0,0
1.445,0.4335,0,0,0,0,0,0,0,0,0,0,0
1.45,0.435,0,0,0,0,0,0,0,0,0,0,0
1.455,0.4365,0,0,0,0,0,0,0,0,0,0,0
1.46,0.438,0,0,0,0,0,0,0,0,0,0,0
1.465,0.4395,0,0,0,0,0,0,0,0,0,0,0
1.47,0.441,0,0,0,0,0,0,0,0,0,0,0
1.475,0.4425,0,0,0,0,0,0,0,0,0,0,0
1.48,0.444,0,0,0,0,0,0,0,0,0,0,0
1.485,0.4455,0,0,0,0,0,0,0,0,0,0,0
1.49,0.447,0,0,0,0,0,0,0,0,0,0,0
1.495,0.4485,0,0,0,0,0,0,0,0,0,0,0
1.5,0.45,0,0,0,0,0,0,0,0,0,0,0
1.505,0.4515,0,0,0,0,0,0,0,0,0,0,0
1.51,0.453,0,0,0,0,0,0,0,0,0,0,0
1.515,0.4545,0,0,0,0,0,0,0,0,0,0,0
1.52,0.456,0,0,0,0,0,0,0,0,0,0,0
1.525,0.4575,0,0,0,0,0,0,0,0,0,0,0
1.53,0.459,0,0,0,0,0,0,0,0,0,0,0
1.535,0.4605,0,0,0,0,0,0,0,0,0,0,0
1.54,0.462,0,0,0,0,0,0,0,0,0,0,0
1.545,0.4635,0,0,0,0,0,0,0,0,0,0,0
1.55,0.465,0,0,0,0,0,0,0,0,0,0,0
1.555,0.4665,0,0,0,0,0,0,0,0,0,0,0
1.56,0.468,0,0,0,0,0,0,0,0,0,0,0
1.565,0.4695,0,0,0,0,0,0,0,0,0,0,0
1.57,0.471,0,0,0,0,0,0,0,0,0,0,0
1.575,0.4725,0,0,0,0,0,0,0,0,0,0,0
1.58,0.474,0,0,0,0,0,0,0,0,0,0,0
1.585,0.4755,0,0,0,0,0,0,0,0,0,0,0
1.59,0.477,0,0,0,0,0,0,0,0,0,0,0
1.595,0.4785,0,0,0,0,0,0,0,0,0,0,0
1.6,0.48,0,0,0,0,0,0,0,0,0,0,0
1.605,0.4815,0,0,0,0,0,0,0,0,0,0,0
1.61,0.483,0,0,0,0,0,0,0,0,0,0,0
1.615,0.4845,0,0,0,0,0,0,0,0,0,0,0
1.62,0.486,0,0,0,0,0,0,0,0,0,0,0
1.625,0.4875,0,0,0,0,0,0,0,0,0,0,0
1.63,0.489,0,0,0,0,0,0,0,0,0,0,0
1.635,0.4905,0,0,0,0,0,0,0,0,0,0,0
1.64,0.492,0,0,0,0,0,0,0,0,0,0,0
1.645,0.4935,0,0,0,0,0,0,0,0,0,0,0
1.65,0.495,0,0,0,0,0,0,0,0,0,0,0
1.655,0.4965,0,0,0,0,0,0,0,0,0,0,0
1.66,0.498,0,0,0,0,0,0,0,0,0,0,0
1.665,0.4995,0,0,0,0,0,0,0,0,0,0,0
1.67,0.501,0,0,0,0,0,0,0,0,0,0,0
1.675,0.5025,0,0,0,0,0,0,0,0,0,0,0
1.68,0.504,0,0,0,0,0,0,0,0,0,0,0
1.685,0.5055,0,0,0,0,0,0,0,0,0,0,0
1.69,0.507,0,0,0,0,0,0,0,0,0,0,0
1.695,0.5085,0,0,0,0,0,0,0,0,0,0,0
1.7,0.51,0,0,0,0,0,0,0,0,0,0,0
1.705,0.5115,0,0,0,0,0,0,0,0,0,0,0
1.71,0.513,0,0,0,0,0,0,0,0,0,0,0
1.715,0.5145,0,0,0,0,0,0,0,0,0,0,0
1.72,0.516,0,0,0,0,0,0,0,0,0,0,0
1.725,0.5175,0,0,0,0,0,0,0,0,0,0,0
1.73,0.519,0,0,0,0,0,0,0,0,0,0,0
1.735,0.5205,0,0,0,0,0,0,0,0,0,0,0
1.74,0.522,0,0,0,0,0,0,0,0,0,0,0
1.745,0.5235,0,0,0,0,0,0,0,0,0,0,0
1.75,0.525,0,0,0,0,0,0,0,0,0,0,0
1.755,0.5265,0,0,0,0,0,0,0,0,0,0,0
1.76,0.528,0,0,0,0,0,0,0,0,0,0,0
1.765,0.5295,0,0,0,0,0,0,0,0,0,0,0
1.77,0.531,0,0,0,0,0,0,0,0,0,0,0
1.775,0.5325,0,0,0,0,0,0,0,0,0,0,0
1.78,0.534,0,0,0,0,0,0,0,0,0,0,0
1.785,0.5355,0,0,0,0,0,0,0,0,0,0,0
1.79,0.537,0,0,0,0,0,0,0,0,0,0,0
1.795,0.5385,0,0,0,0,0,0,0,0,0,0,0
1.8,0.54,0,0,0,0,0,0,0,0,0,0,0
1.805,0.5415,0,0,0,0,0,0,0,0,0,0,0
1.81,0.543,0,0,0,0,0,0,0,0,0,0,0
1.815,0.5445,0,0,0,0,0,0,0,0,0,0,0
1.82,0.546,0,0,0,0,0,0,0,0,0,0,0
1.825,0.5475,0,0,0,0,0,0,0,0,0,0,0
1.83,0.549,0,0,0,0,0,0,0,0,0,0,0
1.835,0.5505,0,0,0,0,0,0,0,0,0,0,0
1.84,0.552,0,0,0,0,0,0,0,0,0,0,0
1.845,0.5535,0,0,0,0,0,0,0,0,0,0,0
1.85,0.555,0,0,0,0,0,0,0,0,0,0,0
1.855,0.5565,0,0,0,0,0,0,0,0,0,0,0
1.86,0.558,0,0,0,0,0,0,0,0,0,0,0
1.865,0.5595,0,0,0,0,0,0,0,0,0,0,0
1.87,0.561,0,0,0,0,0,0,0,0,0,0,0
1.875,0.5625,0,0,0,0,0,0,0,0,0,0,0
1.88,0.564,0,0,0,0,0,0,0,0,0,0,0
1.885,0.5655,0,0,0,0,0,0,0,0,0,0,0
1.89,0.567,0,0,0,0,0,0,0,0,0,0,0
1.895,0.5685,0,0,0,0,0,0,0,0,0,0,0
1.9,0.57,0,0,0,0,0,0,0,0,0,0,0
1.905,0.5715,0,0,0,0,0,0,0,0,0,0,0
1.91,0.573,0,0,0,0,0,0,0,0,0,0,0
1.915,0.5745,0,0,0,0,0,0,0,0,0,0,0
1.92,0.576,0,0,0,0,0,0,0,0,0,0,0
1.925,0.5775,0,0,0,0,0,0,0,0,0,0,0
1.93,0.579,0,0,0,0,0,0,0,0,0,0,0
1.935,0.5805,0,0,0,0,0,0,0,0,0,0,0
1.94,0.582,0,0,0,0,0,0,0,0,0,0,0
1.945,0.5835,0,0,0,0,0,0,0,0,0,0,0
1.95,0.585,0,0,0,0,0,0,0,0,0,0,0
1.955,0.5865,0,0,0,0,0,0,0,0,0,0,0
1.96,0.588,0,0,0,0,0,0,0,0,0,0,0
1.965,0.5895,0,0,0,0,0,0,0,0,0,0,0
1.97,0.591,0,0,0,0,0,0,0,0,0,0,0
1.975,0.5925,0,0,0,0,0,0,0,0,0,0,0
1.98,0.594,0,0,0,0,0,0,0,0,0,0,0
1.985,0.5955,0,0,0,0,0,0,0,0,0,0,0
1.99,0.597,0,0,0,0,0,0,0,0,0,0,0
1.995,0.5985,0,0,0,0,0,0,0,0,0,0,0
2,0.6,0,0,0,0,0,0,0,0,0,0,0
2.005,0.6015,0,0,0,0,0,0,0,0,0,0,0
2.01,0.603,0,0,0,0,0,0,0,0,0,0,0
2.015,0.6045,0,0,0,0,0,0,0,0,0,0,0
2.02,0.606,0,0,0,0,0,0,0,0,0,0,0
2.025,0.6075,0,0,0,0,0,0,0,0,0,0,0
2.03,0.609,0,0,0,0,0,0,0,0,0,0,0
2.035,0.6105,0,0,0,0,0,0,0,0,0,0,0
2.04,0.612,0,0,0,0,0,0,0,0,0,0,0
2.045,0.6135,0,0,0,0,0,0,0,0,0,0,0
2.05,0.615,0,0,0,0,0,0,0,0,0,0,0
2.055,0.6165,0,0,0,0,0,0,0,0,0,0,0
2.06,0.618,0,0,0,0,0,0,0,0,0,0,0
2.065,0.6195,0,0,0,0,0,0,0,0,0,0,0
2.07,0.621,0,0,0,0,0,0,0,0,0,0,0
2.075,0.6225,0,0,0,0,0,0,0,0,0,0,0
2.08,0.624,0,0,0,0,0,0,0,0,0,0,0
2.085,0.6255,0,0,0,0,0,0,0,0,0,0,0
2.09,0.627,0,0,0,0,0,0,0,0,0,0,0
2.095,0.6285,0,0,0,0,0,0,0,0,0,0,0
2.1,0.63,0,0,0,0,0,0,0,0,0,0,0
2.105,0.6315,0,0,0,0,0,0,0,0,0,0,0
2.11,0.633,0,0,0,0,0,0,0,0,0,0,0
2.115,0.6345,0,0,0,0,0,0,0,0,0,0,0
2.12,0.636,0,0,0,0,0,0,0,0,0,0,0
2.125,0.6375,0,0,0,0,0,0,0,0,0,0,0
2.13,0.639,0,0,0,0,0,0,0,0,0,0,0
2.135,0.6405,0,0,0,0,0,0,0,0,0,0,0
2.14,0.642,0,0,0,0,0,0,0,0,0,0,0
2.145,0.6435,0,0,0,0,0,0,0,0,0,0,0
2.15,0.645,0,0,0,0,0,0,0,0,0,0,0
2.155,0.6465,0,0,0,0,0,0,0,0,0,0,0
2.16,0.648,0,0,0,0,0,0,0,0,0,0,0
2.165,0.6495,0,0,0,0,0,0,0,0,0,0,0
2.17,0.651,0,0,0,0,0,0,0,0,0,0,0
2.175,0.6525,0,0,0,0,0,0,0,0,0,0,0
2.18,0.654,0,0,0,0,0,0,0,0,0,0,0
2.185,0.6555,0,0,0,0,0,0,0,0,0,0,0
2.19,0.657,0,0,0,0,0,0,0,0,0,0,0
2.195,0.6585,0,0,0,0,0,0,0,0,0,0,0
2.2,0.66,0,0,0,0,0,0,0,0,0,0,0
2.205,0.6615,0,0,0,0,0,0,0,0,0,0,0
2.21,0.663,0,0,0,0,0,0,0,0,0,0,0
2.215,0.6645,0,0,0,0,0,0,0,0,0,0,0
2.22,0.666,0,0,0,0,0,0,0,0,0,0,0
2.225,0.6675,0,0,0,0,0,0,0,0,0,0,0
2.23,0.669,0,0,0,0,0,0,0,0,0,0,0
